,global_id,geometry,Caption,NameOfStation
453,1774035,POINT (37.608605 55.765792),metro,Чеховская
454,1774036,POINT (37.4393629 55.8492989),metro,Сходненская
455,1774037,POINT (37.440023 55.851709),metro,Сходненская
456,1774038,POINT (37.4403099 55.8515441),metro,Сходненская
457,1774039,POINT (37.44072 55.849722),metro,Сходненская
458,1774040,POINT (37.4406824 55.8492661),metro,Сходненская
459,1774041,POINT (37.441083 55.849604),metro,Сходненская
460,1774042,POINT (37.6529419 55.7393895),metro,Таганская
461,1774043,POINT (37.6534996 55.7396869),metro,Таганская
462,1774044,POINT (37.653618 55.7395075),metro,Таганская
463,1774045,POINT (37.6382452 55.7649693),metro,Чистые пруды
464,1774046,POINT (37.751631 55.758527),metro,Шоссе Энтузиастов
465,1774047,POINT (37.6535961 55.7423722),metro,Таганская
466,1774049,POINT (37.729918 55.708138),metro,Текстильщики
467,1774050,POINT (37.733556 55.708983),metro,Текстильщики
468,1774051,POINT (37.733305 55.709499),metro,Текстильщики
469,1774053,POINT (37.73322 55.708977),metro,Текстильщики
470,1774054,POINT (37.720775 55.611579),metro,Домодедовская
471,1774055,POINT (37.7650605 55.6334736),metro,Алма-Атинская
472,1774056,POINT (37.6790124 55.7464401),metro,Площадь Ильича
473,1774059,POINT (37.7513205 55.758464),metro,Шоссе Энтузиастов
474,1774060,POINT (37.751679 55.758443),metro,Шоссе Энтузиастов
475,1774061,POINT (37.784696 55.751243),metro,Перово
476,1774062,POINT (37.720523 55.610832),metro,Домодедовская
477,1774063,POINT (37.6081344 55.718765),metro,Шаболовская
478,1774064,POINT (37.7439051 55.6221781),metro,Шипиловская
479,1774065,POINT (37.7442272 55.62029),metro,Шипиловская
480,1774066,POINT (37.7425049 55.6221086),metro,Шипиловская
481,1774067,POINT (37.799173 55.809924),metro,Щёлковская
482,1774068,POINT (37.798304 55.809836),metro,Щёлковская
483,1774069,POINT (37.798438 55.808367),metro,Щёлковская
484,1774070,POINT (37.798828 55.810575),metro,Щёлковская
485,1774071,POINT (37.79829 55.810529),metro,Щёлковская
486,1774072,POINT (37.798854 55.808374),metro,Щёлковская
487,1774073,POINT (37.4629558 55.8089913),metro,Щукинская
488,1774074,POINT (37.4632352 55.8093474),metro,Щукинская
489,1774075,POINT (37.4654909 55.8077329),metro,Щукинская
490,1774076,POINT (37.465866 55.807997),metro,Щукинская
491,1774077,POINT (37.705514 55.782136),metro,Электрозаводская
492,1774078,POINT (37.4820889 55.6627839),metro,Юго-Западная
493,1774079,POINT (37.4821613 55.6629904),metro,Юго-Западная
494,1774080,POINT (37.4831377 55.6625384),metro,Юго-Западная
495,1774081,POINT (37.4842914 55.6645394),metro,Юго-Западная
496,1774082,POINT (37.4841919 55.6643713),metro,Юго-Западная
497,1774083,POINT (37.4832504 55.6627638),metro,Юго-Западная
498,1774084,POINT (37.4831888 55.6646016),metro,Юго-Западная
499,1774085,POINT (37.4833208 55.6647681),metro,Юго-Западная
500,1774086,POINT (37.6077169 55.6213608),metro,Южная
501,1774087,POINT (37.6090425 55.6235439),metro,Южная
502,1774088,POINT (37.6090099 55.6209851),metro,Южная
503,1774089,POINT (37.6098201 55.623323),metro,Южная
504,1774090,POINT (37.636316 55.766286),metro,Сретенский бульвар
505,1774092,POINT (37.589704 55.793108),metro,Савёловская
506,1774093,POINT (37.585234 55.79377),metro,Савёловская
507,1774094,POINT (37.584376 55.793586),metro,Савёловская
508,1774096,POINT (37.5749218 55.8190858),metro,Тимирязевская
509,1774097,POINT (37.5743134 55.8189829),metro,Тимирязевская
510,1774098,POINT (37.7432401 55.6201443),metro,Шипиловская
511,1774099,POINT (37.5348837 55.6055443),metro,Ясенево
512,1774100,POINT (37.5351978 55.6061274),metro,Ясенево
513,1774101,POINT (37.5329575 55.6066073),metro,Ясенево
514,1774102,POINT (37.5314215 55.6065836),metro,Ясенево
515,1774103,POINT (37.5316246 55.6068801),metro,Ясенево
516,1774104,POINT (37.5312065 55.606294),metro,Ясенево
517,1774105,POINT (37.5343397 55.6056622),metro,Ясенево
518,1774106,POINT (37.5346237 55.6062454),metro,Ясенево
519,1774107,POINT (37.620746 55.771733),metro,Цветной бульвар
520,1774109,POINT (37.7172912 55.6099419),metro,Домодедовская
521,1774110,POINT (37.716669 55.610644),metro,Домодедовская
522,1774111,POINT (37.7180771 55.6112163),metro,Домодедовская
523,1774112,POINT (37.575167 55.568672),metro,Бульвар Дмитрия Донского
524,1774113,POINT (37.575896 55.568525),metro,Бульвар Дмитрия Донского
525,1774114,POINT (37.5562869 55.5484399),metro,Улица Скобелевская
526,1774115,POINT (37.8186793 55.7154339),metro,Выхино
527,1774116,POINT (37.856904 55.6864963),metro,Жулебино
528,1774117,POINT (37.6477302 55.654154),metro,Каширская
529,1774118,POINT (37.6473058 55.6543598),metro,Каширская
530,1774119,POINT (37.6500394 55.6557509),metro,Каширская
531,1774120,POINT (37.6496074 55.6559507),metro,Каширская
532,1774121,POINT (37.655505 55.636453),metro,Кантемировская
533,1774122,POINT (37.657816 55.634831),metro,Кантемировская
534,1774125,POINT (37.7182563 55.610022),metro,Домодедовская
535,1774126,POINT (37.6366915 55.7663191),metro,Сретенский бульвар
536,1774130,POINT (37.6141122 55.7816457),metro,Достоевская
537,1774131,POINT (37.614141 55.781279),metro,Достоевская
538,1774132,POINT (37.613435 55.781204),metro,Достоевская
539,1774133,POINT (37.615957 55.793739),metro,Марьина роща
540,1774134,POINT (37.576568 55.568022),metro,Бульвар Дмитрия Донского
541,1774135,POINT (37.5768837 55.56832),metro,Бульвар Дмитрия Донского
542,1774136,POINT (37.577874 55.569988),metro,Бульвар Дмитрия Донского
543,1774137,POINT (37.578132 55.570296),metro,Бульвар Дмитрия Донского
544,1774138,POINT (37.5766966 55.5706249),metro,Бульвар Дмитрия Донского
545,1774139,POINT (37.5971905 55.5835081),metro,Аннино
546,1774142,POINT (37.601979 55.596086),metro,Улица академика Янгеля
547,1774143,POINT (37.602867 55.6104776),metro,Пражская
548,1774144,POINT (37.6044868 55.6106299),metro,Пражская
549,1774145,POINT (37.6047011 55.613286),metro,Пражская
550,1774146,POINT (37.60417 55.613371),metro,Пражская
551,1774147,POINT (37.6079826 55.6211368),metro,Южная
552,1774148,POINT (37.6092995 55.6216015),metro,Южная
553,1774149,POINT (37.6085884 55.6233815),metro,Южная
554,1774150,POINT (37.6097177 55.6228155),metro,Южная
555,1774151,POINT (37.6045774 55.6410713),metro,Чертановская
556,1774152,POINT (37.604834 55.641728),metro,Чертановская
557,1774153,POINT (37.605188 55.641913),metro,Чертановская
558,1774154,POINT (37.605497 55.640484),metro,Чертановская
559,1774155,POINT (37.605674 55.640415),metro,Чертановская
560,1774156,POINT (37.620974 55.68186),metro,Нагатинская
561,1774157,POINT (37.6236051 55.684112),metro,Нагатинская
562,1774158,POINT (37.623651 55.6838692),metro,Нагатинская
563,1774159,POINT (37.6081884 55.7660404),metro,Чеховская
564,1774160,POINT (37.607782 55.765875),metro,Чеховская
565,1774161,POINT (37.608125 55.765593),metro,Чеховская
566,1774165,POINT (37.5821305 55.7775707),metro,Белорусская
567,1774167,POINT (37.597155 55.769542),metro,Маяковская
568,1774170,POINT (37.629602 55.742303),metro,Новокузнецкая
569,1774171,POINT (37.779864 55.787619),metro,Измайловская
570,1774172,POINT (37.7833601 55.7877293),metro,Измайловская
571,1774180,POINT (37.476757 55.854286),metro,Речной вокзал
572,1774183,POINT (37.4967874 55.8196524),metro,Войковская
573,1774184,POINT (37.5153342 55.8054549),metro,Сокол
574,1774187,POINT (37.475765 55.855784),metro,Речной вокзал
575,1774190,POINT (37.6375314 55.7657457),metro,Тургеневская
576,1774191,POINT (37.632861 55.77295),metro,Сухаревская
577,1774192,POINT (37.631842 55.773015),metro,Сухаревская
578,1774198,POINT (37.6393029 55.846664),metro,Ботанический сад
579,1774199,POINT (37.785092 55.7506879),metro,Перово
580,1774200,POINT (37.815213 55.752147),metro,Новогиреево
581,1774201,POINT (37.8143874 55.7518282),metro,Новогиреево
582,1774202,POINT (37.8188234 55.751609),metro,Новогиреево
583,1774203,POINT (37.8181855 55.7513073),metro,Новогиреево
584,1774204,POINT (37.5082986 55.6178525),metro,Тёплый стан
585,1774205,POINT (37.5078859 55.6174952),metro,Тёплый стан
586,1774206,POINT (37.5083041 55.6173485),metro,Тёплый стан
587,1774207,POINT (37.5054604 55.620127),metro,Тёплый стан
588,1774208,POINT (37.519068 55.631832),metro,Коньково
589,1774209,POINT (37.5178067 55.6321937),metro,Коньково
590,1774210,POINT (37.5191636 55.6341265),metro,Коньково
591,1774211,POINT (37.5193886 55.6347764),metro,Коньково
592,1774212,POINT (37.5252102 55.64166),metro,Беляево
593,1774213,POINT (37.52602 55.641667),metro,Беляево
594,1774214,POINT (37.526585 55.643566),metro,Беляево
595,1774215,POINT (37.5273536 55.6436769),metro,Беляево
596,1774216,POINT (37.541653 55.657582),metro,Калужская
597,1774217,POINT (37.5539665 55.669269),metro,Новые Черёмушки
598,1774218,POINT (37.5551472 55.6710722),metro,Новые Черёмушки
599,1774220,POINT (37.610957 55.729146),metro,Октябрьская
600,1774222,POINT (37.539267 55.656396),metro,Калужская
601,1774223,POINT (37.539891 55.656039),metro,Калужская
602,1774224,POINT (37.540724 55.65792),metro,Калужская
603,1774225,POINT (37.65118 55.8546056),metro,Свиблово
604,1774226,POINT (37.663208 55.868448),metro,Бабушкинская
605,1774227,POINT (37.6643751 55.8707105),metro,Бабушкинская
606,1774228,POINT (37.665231 55.870572),metro,Бабушкинская
607,1774233,POINT (37.784787 55.750544),metro,Перово
608,1774234,POINT (37.555662 55.670868),metro,Новые Черёмушки
609,1774235,POINT (37.5616571 55.6771381),metro,Профсоюзная
610,1774236,POINT (37.562204 55.676938),metro,Профсоюзная
611,1774237,POINT (37.5634052 55.6787501),metro,Профсоюзная
612,1774238,POINT (37.5639475 55.6785501),metro,Профсоюзная
613,1774239,POINT (37.5722186 55.6870202),metro,Академическая
614,1774240,POINT (37.5729207 55.6868261),metro,Академическая
615,1774241,POINT (37.5740988 55.6887732),metro,Академическая
616,1774242,POINT (37.5748037 55.6885839),metro,Академическая
617,1774245,POINT (37.6078527 55.7187168),metro,Шаболовская
618,1774247,POINT (37.633601 55.753211),metro,Китай-город
619,1774248,POINT (37.633214 55.753031),metro,Китай-город
620,1774249,POINT (37.6318543 55.7570083),metro,Китай-город
621,1774257,POINT (37.74495 55.611072),metro,Зябликово
622,1774258,POINT (37.5752041 55.8366001),metro,Петровско-Разумовская
623,1774259,POINT (37.5894504 55.8460782),metro,Владыкино
624,1774261,POINT (37.603396 55.862508),metro,Отрадное
625,1774262,POINT (37.7136586 55.7959432),metro,Преображенская площадь
626,1774263,POINT (37.7139381 55.7953691),metro,Преображенская площадь
627,1774264,POINT (37.7443096 55.6200017),metro,Шипиловская
628,1774265,POINT (37.7498276 55.6590471),metro,Братиславская
629,1774266,POINT (37.6769216 55.7180916),metro,Дубровка
630,1774267,POINT (37.680107 55.746918),metro,Римская
631,1774268,POINT (37.6581527 55.7559672),metro,Чкаловская
632,1774270,POINT (37.7142113 55.7952782),metro,Преображенская площадь
633,1774271,POINT (37.7173709 55.796357),metro,Преображенская площадь
634,1774272,POINT (37.717312 55.796439),metro,Преображенская площадь
635,1774273,POINT (37.7450544 55.8027286),metro,Черкизовская
636,1774274,POINT (37.8542378 55.6842382),metro,Жулебино
637,1774275,POINT (37.849848 55.702099),metro,Лермонтовский проспект
638,1774276,POINT (37.850545 55.701738),metro,Лермонтовский проспект
639,1774278,POINT (37.8525934 55.7005819),metro,Лермонтовский проспект
640,1774279,POINT (37.604135 55.862289),metro,Отрадное
641,1774280,POINT (37.6042175 55.8838921),metro,Бибирево
642,1774281,POINT (37.604883 55.883398),metro,Бибирево
643,1774282,POINT (37.601348 55.884416),metro,Бибирево
644,1774283,POINT (37.5865234 55.8969868),metro,Алтуфьево
645,1774284,POINT (37.5877304 55.8966671),metro,Алтуфьево
646,1774285,POINT (37.5878807 55.8991659),metro,Алтуфьево
647,1774286,POINT (37.5864325 55.8988252),metro,Алтуфьево
648,1774294,POINT (37.6053881 55.7458379),metro,Кропоткинская
649,1774298,POINT (37.617952 55.758783),metro,Охотный ряд
650,1774302,POINT (37.6385347 55.7648289),metro,Чистые пруды
651,1774305,POINT (37.655702 55.774493),metro,Комсомольская
652,1774306,POINT (37.6558441 55.7741984),metro,Комсомольская
653,1774307,POINT (37.6562468 55.7762387),metro,Комсомольская
654,1774311,POINT (37.7138546 55.7963262),metro,Преображенская площадь
655,1774312,POINT (37.7135247 55.7962682),metro,Преображенская площадь
656,1774313,POINT (37.58613 55.777624),metro,Белорусская
657,1774317,POINT (37.6565984 55.7750909),metro,Комсомольская
658,1774319,POINT (37.593328 55.735313),metro,Парк культуры
659,1774323,POINT (37.513817 55.746817),metro,Фили
660,1774324,POINT (37.51408 55.746908),metro,Фили
661,1774326,POINT (37.611553 55.7522387),metro,Александровский сад
662,1774328,POINT (37.543971 55.748092),metro,Выставочная
663,1774329,POINT (37.542796 55.750071),metro,Выставочная
664,1774330,POINT (37.6573197 55.7064354),metro,Автозаводская
665,1774332,POINT (37.5864266 55.8992238),metro,Алтуфьево
666,1774333,POINT (37.5865178 55.8967211),metro,Алтуфьево
667,1774334,POINT (37.5877138 55.8970019),metro,Алтуфьево
668,1774335,POINT (37.5878484 55.898762),metro,Алтуфьево
669,1774336,POINT (37.5966171 55.5838306),metro,Аннино
670,1774337,POINT (37.610305 55.7519886),metro,Александровский сад
671,1774338,POINT (37.6123922 55.7518779),metro,Александровский сад
672,1774339,POINT (37.6106381 55.7525264),metro,Александровский сад
673,1774340,POINT (37.6385402 55.8079292),metro,Алексеевская
674,1774341,POINT (37.5962094 55.5814637),metro,Аннино
675,1774342,POINT (37.603279 55.752386),metro,Арбатская
676,1774343,POINT (37.6016349 55.7521203),metro,Арбатская
677,1774344,POINT (37.53066 55.8004),metro,Аэропорт
678,1774345,POINT (37.5319322 55.8010499),metro,Аэропорт
679,1774346,POINT (37.5343722 55.799983),metro,Аэропорт
680,1774347,POINT (37.5318511 55.8013396),metro,Аэропорт
681,1774348,POINT (37.6633714 55.868764),metro,Бабушкинская
682,1774349,POINT (37.6642327 55.8704586),metro,Бабушкинская
683,1774350,POINT (37.6650695 55.870296),metro,Бабушкинская
684,1774351,POINT (37.497393 55.74366),metro,Багратионовская
685,1774352,POINT (37.498136 55.743873),metro,Багратионовская
686,1774353,POINT (37.581254 55.760671),metro,Баррикадная
687,1774354,POINT (37.6573731 55.7085971),metro,Автозаводская
688,1774355,POINT (37.6582104 55.7084422),metro,Автозаводская
689,1774356,POINT (37.572374 55.6871598),metro,Академическая
690,1774357,POINT (37.5730611 55.6869507),metro,Академическая
691,1774358,POINT (37.5739375 55.6886305),metro,Академическая
692,1774359,POINT (37.5745675 55.6883706),metro,Академическая
693,1774360,POINT (37.6101956 55.7522365),metro,Александровский сад
694,1774361,POINT (37.7668521 55.6321187),metro,Алма-Атинская
695,1774362,POINT (37.853175 55.699823),metro,Лермонтовский проспект
696,1774363,POINT (37.853435 55.699664),metro,Лермонтовский проспект
697,1774364,POINT (37.7673191 55.705595),metro,Кузьминки
698,1774365,POINT (37.766992 55.704878),metro,Кузьминки
699,1774366,POINT (37.7644433 55.705971),metro,Кузьминки
700,1774367,POINT (37.764105 55.705253),metro,Кузьминки
701,1774368,POINT (37.733535 55.709554),metro,Текстильщики
702,1774369,POINT (37.729033 55.70855),metro,Текстильщики
703,1774371,POINT (37.793673 55.717709),metro,Рязанский проспект
704,1774372,POINT (37.685442 55.725542),metro,Волгоградский проспект
705,1774375,POINT (37.4359691 55.8617814),metro,Планерная
706,1774377,POINT (37.8178371 55.7162301),metro,Выхино
707,1774378,POINT (37.8170054 55.7160518),metro,Выхино
708,1774380,POINT (37.678778 55.772359),metro,Бауманская
709,1774381,POINT (37.7496881 55.6592742),metro,Братиславская
710,1774382,POINT (37.7489423 55.6587008),metro,Братиславская
711,1774383,POINT (37.7164033 55.7515696),metro,Авиамоторная
712,1774384,POINT (37.7163711 55.7516802),metro,Авиамоторная
713,1774385,POINT (37.7167999 55.7519564),metro,Авиамоторная
714,1774386,POINT (37.7166177 55.7512426),metro,Авиамоторная
715,1774387,POINT (37.7170683 55.7523119),metro,Авиамоторная
716,1774388,POINT (37.7174791 55.7519341),metro,Авиамоторная
717,1774389,POINT (37.7175141 55.7509368),metro,Авиамоторная
718,1774390,POINT (37.717731 55.7509721),metro,Авиамоторная
719,1774391,POINT (37.7178218 55.7510688),metro,Авиамоторная
720,1774392,POINT (37.688427 55.72486),metro,Волгоградский проспект
721,1774393,POINT (37.6640628 55.7316821),metro,Пролетарская
722,1774394,POINT (37.6642394 55.7315311),metro,Пролетарская
723,1774395,POINT (37.664315 55.7314431),metro,Пролетарская
724,1774399,POINT (37.548946 55.7730204),metro,Беговая
725,1774400,POINT (37.4370025 55.8274301),metro,Тушинская
726,2755484,POINT (37.43463 55.8174959),metro,Спартак
727,2755485,POINT (37.4340509 55.8175469),metro,Спартак
728,2755486,POINT (37.4339862 55.8171942),metro,Спартак
729,2755487,POINT (37.4345598 55.8171574),metro,Спартак
730,2755488,POINT (37.4355097 55.8195532),metro,Спартак
731,4131710,POINT (37.4735129 55.6461425),metro,Тропарёво
732,4131713,POINT (37.474398 55.6465539),metro,Тропарёво
733,4131714,POINT (37.4717578 55.6453196),metro,Тропарёво
734,4131715,POINT (37.4709532 55.6449484),metro,Тропарёво
735,4131716,POINT (37.4721169 55.6450545),metro,Тропарёво
736,4131717,POINT (37.4713839 55.6447182),metro,Тропарёво
737,4131718,POINT (37.4727678 55.64455),metro,Тропарёво
738,4131721,POINT (37.472059 55.6442227),metro,Тропарёво
739,4485043,POINT (37.6054893 55.7650181),metro,Пушкинская
740,4485044,POINT (37.6054464 55.7642656),metro,Пушкинская
741,4485045,POINT (37.608766 55.765759),metro,Пушкинская
742,4485046,POINT (37.605901 55.764754),metro,Пушкинская
743,4485047,POINT (37.607881 55.765889),metro,Пушкинская
744,25167550,POINT (37.8563054 55.6753333),metro,Котельники
745,25167617,POINT (37.8564195 55.6748635),metro,Котельники
746,25167669,POINT (37.857287 55.674517),metro,Котельники
747,25168097,POINT (37.8576946 55.6761333),metro,Котельники
748,25168171,POINT (37.858087 55.67684),metro,Котельники
749,25168277,POINT (37.8587337 55.6737847),metro,Котельники
750,25168320,POINT (37.8592766 55.6735212),metro,Котельники
751,59714991,POINT (37.574941 55.568405),metro,Бульвар Дмитрия Донского
752,59714994,POINT (37.605908 55.640318),metro,Чертановская
753,59714996,POINT (37.610909 55.672928),metro,Нагорная
754,59714998,POINT (37.5762248 55.8193496),metro,Тимирязевская
755,59715002,POINT (37.576113 55.818872),metro,Тимирязевская
756,59715004,POINT (37.617087 55.793866),metro,Марьина роща
757,59715007,POINT (37.6770785 55.7178862),metro,Дубровка
758,59715015,POINT (37.4981752 55.8179301),metro,Войковская
759,59715017,POINT (37.5576425 55.7094701),metro,Воробьёвы горы
760,59715019,POINT (37.625138 55.759845),metro,Лубянка
761,60817812,POINT (37.5534261 55.6694562),metro,Новые Черёмушки
762,60825992,POINT (37.6358771 55.7316865),metro,Павелецкая
763,60825995,POINT (37.567234 55.7443435),metro,Киевская
764,60825996,POINT (37.5669578 55.7441049),metro,Киевская
765,60825998,POINT (37.6579115 55.7773725),metro,Комсомольская
766,62781663,POINT (37.664749 55.692807),metro,Технопарк
767,62781717,POINT (37.66449 55.694716),metro,Технопарк
768,62781753,POINT (37.664115 55.694189),metro,Технопарк
769,62781780,POINT (37.663342 55.694489),metro,Технопарк
770,64023083,POINT (37.439908 55.632939),metro,Румянцево
771,64023099,POINT (37.443499 55.632964),metro,Румянцево
772,64601382,POINT (37.424599 55.621985),metro,Саларьево
773,64601385,POINT (37.424116 55.621627),metro,Саларьево
774,273329506,POINT (37.58941 55.822225),metro,Фонвизинская
775,273329508,POINT (37.601833 55.814106),metro,Бутырская
776,273329511,POINT (37.573883 55.833251),metro,Петровско-Разумовская
777,273329533,POINT (37.575981 55.836629),metro,Петровско-Разумовская
778,277933613,POINT (37.736613 55.746438),metro,Андроновка
779,278052767,POINT (37.737601 55.746034),metro,Андроновка
780,278052788,POINT (37.746192 55.788479),metro,Измайлово
781,278052796,POINT (37.743341 55.788392),metro,Измайлово
782,278052805,POINT (37.745779 55.803199),metro,Локомотив
783,278052815,POINT (37.745116 55.802735),metro,Локомотив
784,278052824,POINT (37.737614 55.815836),metro,Бульвар Рокоссовского
785,278052831,POINT (37.702533 55.829815),metro,Белокаменная
786,278052839,POINT (37.701823 55.829128),metro,Белокаменная
787,278052846,POINT (37.669025 55.839267),metro,Ростокино
788,278052855,POINT (37.668708 55.838983),metro,Ростокино
789,278052875,POINT (37.590832 55.848215),metro,Владыкино
790,278052884,POINT (37.589783 55.846329),metro,Владыкино
791,278052893,POINT (37.572741 55.848466),metro,Окружная
792,278052902,POINT (37.618022 55.69013),metro,Верхние Котлы
793,278052911,POINT (37.648603 55.699421),metro,ЗИЛ
794,278052918,POINT (37.650607 55.698447),metro,ЗИЛ
795,278052926,POINT (37.662899 55.705366),metro,Автозаводская
796,278052933,POINT (37.660571 55.705993),metro,Автозаводская
797,278052942,POINT (37.695995 55.717481),metro,Угрешская
798,278052950,POINT (37.695652 55.717972),metro,Угрешская
799,278052959,POINT (37.694644 55.718487),metro,Угрешская
800,278052968,POINT (37.717679 55.724616),metro,Новохохловская
801,278052976,POINT (37.71803 55.724243),metro,Новохохловская
802,278053030,POINT (37.67654 55.712016),metro,Дубровка
803,278053037,POINT (37.67554 55.712889),metro,Дубровка
804,278053044,POINT (37.572848 55.848789),metro,Окружная
805,278053052,POINT (37.553611 55.846922),metro,Лихоборы
806,278053061,POINT (37.552485 55.848437),metro,Лихоборы
807,278053069,POINT (37.493991 55.825623),metro,Балтийская
808,278053077,POINT (37.488079 55.812629),metro,Стрешнево
809,278053091,POINT (37.525104 55.756268),metro,Шелепиха
810,278053118,POINT (37.534021 55.739566),metro,Кутузовская
811,278053126,POINT (37.560927 55.72088),metro,Лужники
812,278053131,POINT (37.586713 55.706911),metro,Площадь Гагарина
813,278053142,POINT (37.606426 55.689973),metro,Крымская
814,278053150,POINT (37.604996 55.690291),metro,Крымская
815,278053159,POINT (37.618185 55.689873),metro,Верхние Котлы
816,278588211,POINT (37.748493 55.758882),metro,Шоссе Энтузиастов
817,278596532,POINT (37.745428 55.758792),metro,Шоссе Энтузиастов
818,278604450,POINT (37.639684 55.845864),metro,Ботанический сад
819,278612924,POINT (37.639685 55.845328),metro,Ботанический сад
820,278621397,POINT (37.507364 55.776923),metro,Хорошёво
821,278633910,POINT (37.531719 55.747781),metro,Деловой центр
822,278640770,POINT (37.532985 55.747921),metro,Деловой центр
823,278654599,POINT (37.586019 55.707035),metro,Площадь Гагарина
824,278661855,POINT (37.747759 55.770326),metro,Соколиная Гора
825,278668873,POINT (37.748201 55.770252),metro,Соколиная Гора
826,278675957,POINT (37.746088 55.770137),metro,Соколиная Гора
827,278681837,POINT (37.7450907 55.7699209),metro,Соколиная Гора
828,328188244,POINT (37.498177 55.723626),metro,Минская
829,328188245,POINT (37.497627 55.72346),metro,Минская
830,328188515,POINT (37.497911 55.696806),metro,Раменки
831,328188516,POINT (37.49716 55.696361),metro,Раменки
832,328188519,POINT (37.496259 55.696873),metro,Раменки
833,328188520,POINT (37.496672 55.6971),metro,Раменки
834,328188523,POINT (37.49927 55.698485),metro,Раменки
835,328188526,POINT (37.499855 55.698797),metro,Раменки
836,328188532,POINT (37.513423 55.705405),metro,Ломоносовский проспект
837,328188534,POINT (37.512549 55.705872),metro,Ломоносовский проспект
838,328188535,POINT (37.514524 55.706777),metro,Ломоносовский проспект
839,328188536,POINT (37.518038 55.707613),metro,Ломоносовский проспект
840,328188538,POINT (37.517277 55.707311),metro,Ломоносовский проспект
841,328188540,POINT (37.515447 55.737099),metro,Парк Победы
842,423632194,POINT (37.604157 55.766041),metro,Пушкинская
843,832654654,POINT (37.482345 55.877286),metro,Ховрино
844,832654656,POINT (37.481513 55.87751),metro,Ховрино
845,836666220,POINT (37.480658 55.879294),metro,Ховрино
846,851012099,POINT (37.558749 55.792679),metro,Петровский парк
847,851013127,POINT (37.55833 55.792257),metro,Петровский парк
848,851025878,POINT (37.556103 55.790692),metro,Петровский парк
849,851030947,POINT (37.532015 55.785736),metro,ЦСКА
850,851047140,POINT (37.534268 55.787356),metro,ЦСКА
851,851048066,POINT (37.517028 55.777371),metro,Хорошёвская
852,851048621,POINT (37.521915 55.776995),metro,Хорошёвская
853,851050946,POINT (37.52441 55.755967),metro,Шелепиха
854,851051483,POINT (37.52323 55.757782),metro,Шелепиха
855,859914522,POINT (37.576419 55.844388),metro,Окружная
856,859914548,POINT (37.576221 55.844714),metro,Окружная
857,859914553,POINT (37.573724 55.847276),metro,Окружная
858,859914565,POINT (37.561126 55.854575),metro,Верхние Лихоборы
859,859914570,POINT (37.559627 55.857366),metro,Верхние Лихоборы
860,859914597,POINT (37.559982 55.857765),metro,Верхние Лихоборы
861,859914619,POINT (37.560684 55.857508),metro,Верхние Лихоборы
862,859914634,POINT (37.548314 55.865397),metro,Селигерская
863,859914643,POINT (37.548062 55.866015),metro,Селигерская
864,859914656,POINT (37.546566 55.86549),metro,Селигерская
865,859914666,POINT (37.54589 55.865189),metro,Селигерская
866,886135230,POINT (37.483401 55.689594),metro,Мичуринский проспект
867,886135271,POINT (37.483989 55.68856),metro,Мичуринский проспект
868,886135291,POINT (37.450153 55.671377),metro,Озерная
869,886135317,POINT (37.450714 55.671623),metro,Озерная
870,886135393,POINT (37.451291 55.670665),metro,Озерная
871,886135443,POINT (37.447595 55.670413),metro,Озерная
872,886135457,POINT (37.41877 55.65934),metro,Говорово
873,886135472,POINT (37.417912 55.659355),metro,Говорово
874,886135482,POINT (37.415686 55.659361),metro,Говорово
875,886135498,POINT (37.416347 55.659387),metro,Говорово
876,886135518,POINT (37.391905 55.650061),metro,Солнцево
877,886135534,POINT (37.389874 55.648598),metro,Солнцево
878,886135571,POINT (37.390365 55.648455),metro,Солнцево
879,886135588,POINT (37.371789 55.648399),metro,Боровское шоссе
880,886135614,POINT (37.368589 55.647142),metro,Боровское шоссе
881,886135618,POINT (37.356337 55.640613),metro,Новопеределкино
882,886135644,POINT (37.356265 55.640068),metro,Новопеределкино
883,886135664,POINT (37.35345 55.638905),metro,Новопеределкино
884,886135675,POINT (37.35396 55.638629),metro,Новопеределкино
885,886135690,POINT (37.334769 55.634202),metro,Рассказовка
886,886135701,POINT (37.335603 55.634309),metro,Рассказовка
887,886135715,POINT (37.33659 55.634466),metro,Рассказовка
888,886135751,POINT (37.332704 55.633872),metro,Рассказовка
889,886135788,POINT (37.333584 55.633998),metro,Рассказовка
890,904474390,POINT (37.475089 55.865217),metro,Беломорская
891,904474391,POINT (37.47621 55.865504),metro,Беломорская
892,906044451,POINT (37.50252 55.789005),metro,Зорге
893,906044607,POINT (37.507018 55.789452),metro,Зорге
894,906044609,POINT (37.498397 55.797227),metro,Панфиловская
895,906044634,POINT (37.499876 55.798441),metro,Панфиловская
896,906044635,POINT (37.520884 55.840923),metro,Коптево
897,906044636,POINT (37.522684 55.839702),metro,Коптево
898,906044651,POINT (37.588813 55.794205),metro,Савеловская
899,906044703,POINT (37.589725 55.794021),metro,Савёловская
900,929924145,POINT (37.896188 55.709424),metro,Лухмановская
901,929924163,POINT (37.896687 55.709702),metro,Лухмановская
902,929924185,POINT (37.897175 55.709642),metro,Лухмановская
903,929925061,POINT (37.902522 55.708211),metro,Лухмановская
904,929926594,POINT (37.929124 55.702648),metro,Некрасовка
905,929926979,POINT (37.924331 55.703822),metro,Некрасовка
